num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 50
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba50_1k_4.pickle
../data/final/edges_ba50.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 50
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 5
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - 5ad31ee666a8e6ff. Mean loss in evaluation epoch: 0.11561479419469833, epochs needed: 200
evaluating individudal 5 - cdbe8752daf0a885. Mean loss in evaluation epoch: 0.1031213328242302, epochs needed: 50
evaluating individudal 6 - 5e264430339f0ea2. Mean loss in evaluation epoch: 0.10260901600122452, epochs needed: 50
evaluating individudal 7 - 4e738cd955f0a4eb. Mean loss in evaluation epoch: 0.10312619060277939, epochs needed: 50
evaluating individudal 8 - 8490c0b04d385ac6. Mean loss in evaluation epoch: 0.10380351543426514, epochs needed: 50
evaluating individudal 9 - ed7b0a9022d2067f. Mean loss in evaluation epoch: 0.10289695113897324, epochs needed: 50
Round 9 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 6a8db6086f3f1e80, num_times_seen_before: 0
ACC: 0.6
TPR/FPR: 1.0, 0.43401240035429584
Loss: 0.1018705889582634
Timestamp: 49532.966314114
---------------------------------------------------------------
evaluating individudal 0 - 54b0bd9d6cdbca22. Mean loss in evaluation epoch: 0.1016569659113884, epochs needed: 50
evaluating individudal 1 - 2402900a1200d1a3. Mean loss in evaluation epoch: 0.10159432142972946, epochs needed: 50
evaluating individudal 2 - 4163c1de4ba4858e. Mean loss in evaluation epoch: 0.10206752270460129, epochs needed: 50
evaluating individudal 3 - cd5e5ffb4605ee4a. Mean loss in evaluation epoch: 0.1020522341132164, epochs needed: 50
evaluating individudal 4 - 4aa0c67dec6008ba. Mean loss in evaluation epoch: 0.10211244970560074, epochs needed: 50
evaluating individudal 5 - ad3ba6afd23d7786. Mean loss in evaluation epoch: 0.10181444883346558, epochs needed: 50
evaluating individudal 6 - 69510e088dee8221. Mean loss in evaluation epoch: 0.10160129517316818, epochs needed: 50
evaluating individudal 7 - 986414ad64fdb3d3. Mean loss in evaluation epoch: 0.10146905481815338, epochs needed: 50
evaluating individudal 8 - 59d222ca7e2a3955. Mean loss in evaluation epoch: 0.10189101845026016, epochs needed: 50
evaluating individudal 9 - dbe5c73733693e57. Mean loss in evaluation epoch: 0.10160975903272629, epochs needed: 50
evaluating individudal 10 - e5410542cb977557. Mean loss in evaluation epoch: 0.10131745785474777, epochs needed: 50
evaluating individudal 11 - 30b58ee9e208d73c. Mean loss in evaluation epoch: 0.10172100365161896, epochs needed: 50
evaluating individudal 12 - 049ecb401228fb60. Mean loss in evaluation epoch: 0.10121970623731613, epochs needed: 50
evaluating individudal 13 - 05d455ab2bec7d78. Mean loss in evaluation epoch: 0.10121040791273117, epochs needed: 50
evaluating individudal 14 - 8b801295ba2b8e03. Mean loss in evaluation epoch: 0.10122773796319962, epochs needed: 50
evaluating individudal 15 - b42c35a6b32d1517. Mean loss in evaluation epoch: 0.1009664535522461, epochs needed: 50
evaluating individudal 16 - 4c737feae7ef2336. Mean loss in evaluation epoch: 0.10177558660507202, epochs needed: 50
evaluating individudal 17 - 2acedecd2b2f8453. Mean loss in evaluation epoch: 0.10082008689641953, epochs needed: 50
evaluating individudal 18 - 1eb6702121253363. Mean loss in evaluation epoch: 0.10133202373981476, epochs needed: 50
evaluating individudal 19 - b45b36a3f4eeb6f0. Mean loss in evaluation epoch: 0.10234221071004868, epochs needed: 50
evaluating individudal 20 - f345b56ca80865ea. Mean loss in evaluation epoch: 0.10166209191083908, epochs needed: 50
evaluating individudal 21 - 058f52198b6626b7. Mean loss in evaluation epoch: 0.10136447101831436, epochs needed: 50
evaluating individudal 22 - 78f8ff68ff78e5fd. Mean loss in evaluation epoch: 0.10114268213510513, epochs needed: 50
evaluating individudal 23 - 51becbd7c0d28f8c. Mean loss in evaluation epoch: 0.10178600996732712, epochs needed: 50
evaluating individudal 24 - b827f41a6187f188. Mean loss in evaluation epoch: 0.10161160677671432, epochs needed: 50
evaluating individudal 25 - 9c921fff846328d3. Mean loss in evaluation epoch: 0.1021333709359169, epochs needed: 50
evaluating individudal 26 - 33a5c50f4e6047ee. Mean loss in evaluation epoch: 0.1014171838760376, epochs needed: 50
evaluating individudal 27 - e991ac95c8be0678. Mean loss in evaluation epoch: 0.10107680410146713, epochs needed: 50
evaluating individudal 28 - 63971bfba3062ed3. Mean loss in evaluation epoch: 0.10202870517969131, epochs needed: 50
evaluating individudal 29 - 843ae7e9bd0964b1. Mean loss in evaluation epoch: 0.10169704258441925, epochs needed: 50
evaluating individudal 30 - ddb1e4153e7ed66b. Mean loss in evaluation epoch: 0.10167645663022995, epochs needed: 50
evaluating individudal 31 - bd5ced73472c22a5. Mean loss in evaluation epoch: 0.10135331004858017, epochs needed: 50
evaluating individudal 32 - d93ee8f2d6a18817. Mean loss in evaluation epoch: 0.1018499881029129, epochs needed: 50
evaluating individudal 33 - f6ef95bef1a12995. Mean loss in evaluation epoch: 0.10112156718969345, epochs needed: 50
evaluating individudal 34 - 9a45b08c73682819. Mean loss in evaluation epoch: 0.10071294754743576, epochs needed: 50
evaluating individudal 35 - befea6218176cc9c. Mean loss in evaluation epoch: 0.1012781411409378, epochs needed: 50
evaluating individudal 36 - 6b339915effd9eea. Mean loss in evaluation epoch: 0.10153543204069138, epochs needed: 50
evaluating individudal 37 - 1ef248d07642c871. Mean loss in evaluation epoch: 0.10051454603672028, epochs needed: 50
evaluating individudal 38 - b1cc571bf0f24478. Mean loss in evaluation epoch: 0.10198791325092316, epochs needed: 50
evaluating individudal 39 - 8b65c39cf491b8d0. Mean loss in evaluation epoch: 0.10196154564619064, epochs needed: 50
evaluating individudal 0 - 6a8db6086f3f1e80. Mean loss in evaluation epoch: 0.10148828476667404, epochs needed: 50
evaluating individudal 1 - 6a52a680f7fa1169. Mean loss in evaluation epoch: 0.10172262042760849, epochs needed: 50
evaluating individudal 2 - 0d9184484fd02918. Mean loss in evaluation epoch: 0.10278438776731491, epochs needed: 50
evaluating individudal 3 - b115e45876874858. Mean loss in evaluation epoch: 0.1016308069229126, epochs needed: 50
evaluating individudal 4 - b6b23202a1019c25. Mean loss in evaluation epoch: 0.10163765400648117, epochs needed: 50
evaluating individudal 5 - aac726f2f4d70a67. Mean loss in evaluation epoch: 0.10187115520238876, epochs needed: 50
evaluating individudal 6 - 1161a97f591ba68c. Mean loss in evaluation epoch: 0.10225670784711838, epochs needed: 50
evaluating individudal 7 - b519172359956d20. Mean loss in evaluation epoch: 0.10178482532501221, epochs needed: 50
evaluating individudal 8 - de7f00809678fe0a. Mean loss in evaluation epoch: 0.10165267437696457, epochs needed: 50
evaluating individudal 9 - 3bd4b8ad2ca1dae8. Mean loss in evaluation epoch: 0.10178527981042862, epochs needed: 50
Round 10 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 1ef248d07642c871, num_times_seen_before: 0
ACC: 0.6555102040816326
TPR/FPR: 1.0, 0.37378210806023027
Loss: 0.10051454603672028
Timestamp: 52864.789909192
---------------------------------------------------------------
evaluating individudal 0 - fabe728627acba7d. Mean loss in evaluation epoch: 0.1179131492972374, epochs needed: 200
evaluating individudal 1 - 5dcdf21c0a27f133. Mean loss in evaluation epoch: 0.11532486975193024, epochs needed: 200
evaluating individudal 2 - 2c3889b960eaa346. Mean loss in evaluation epoch: 0.1106439158320427, epochs needed: 200
evaluating individudal 3 - 89266daff3c2eeb7. Mean loss in evaluation epoch: 0.12633883953094482, epochs needed: 200
evaluating individudal 4 - 687d0d71a94956e5. Mean loss in evaluation epoch: 0.11923453956842422, epochs needed: 200
evaluating individudal 5 - 84421ae96269e5c2. Mean loss in evaluation epoch: 0.1201244592666626, epochs needed: 200
evaluating individudal 6 - a42b137872f5d66a. Mean loss in evaluation epoch: 0.12079985439777374, epochs needed: 200
evaluating individudal 7 - 653d5b17ed457d8b. Mean loss in evaluation epoch: 0.12534533441066742, epochs needed: 200
evaluating individudal 8 - 5bf7f00b2b13cb92. Mean loss in evaluation epoch: 0.11751067638397217, epochs needed: 200
evaluating individudal 9 - 8e80b2778c0abbd1. Mean loss in evaluation epoch: 0.12017115205526352, epochs needed: 200
evaluating individudal 10 - 4881f594a42cb55c. Mean loss in evaluation epoch: 0.11634323745965958, epochs needed: 200
evaluating individudal 11 - 92f0ac10326433ef. Mean loss in evaluation epoch: 0.11534760147333145, epochs needed: 200
evaluating individudal 12 - 73ad2064b7ef3a0e. Mean loss in evaluation epoch: 0.12465167045593262, epochs needed: 200
evaluating individudal 13 - 03e772f0e363b14e. Mean loss in evaluation epoch: 0.12639032304286957, epochs needed: 200
evaluating individudal 14 - 4f3a346ba75adfe3. Mean loss in evaluation epoch: 0.11563365906476974, epochs needed: 200
evaluating individudal 15 - 199d4fd6c5ff991d. Mean loss in evaluation epoch: 0.11545465141534805, epochs needed: 200
evaluating individudal 16 - 2826de97b0fadf2c. Mean loss in evaluation epoch: 0.12328042834997177, epochs needed: 200
evaluating individudal 17 - 6fc7391934e745c8. Mean loss in evaluation epoch: 0.128038227558136, epochs needed: 200
evaluating individudal 18 - 42bf999ea756bb94. Mean loss in evaluation epoch: 0.13267770409584045, epochs needed: 200
evaluating individudal 19 - 37c116f554304690. Mean loss in evaluation epoch: 0.11729540675878525, epochs needed: 200
evaluating individudal 20 - 865342da462866fb. Mean loss in evaluation epoch: 0.11343353241682053, epochs needed: 200
evaluating individudal 21 - 35d7cc202fe913f2. Mean loss in evaluation epoch: 0.11095681041479111, epochs needed: 200
evaluating individudal 22 - 583cab905568b7d3. Mean loss in evaluation epoch: 0.1307295709848404, epochs needed: 200
evaluating individudal 23 - df92016e8f78f226. Mean loss in evaluation epoch: 0.11943542957305908, epochs needed: 200
evaluating individudal 24 - c952e99506d1ae7b. Mean loss in evaluation epoch: 0.1221153661608696, epochs needed: 200
evaluating individudal 25 - 3d6a8961a8a8f9a1. Mean loss in evaluation epoch: 0.124477818608284, epochs needed: 200
evaluating individudal 26 - c20da537c514f804. Mean loss in evaluation epoch: 0.11578848212957382, epochs needed: 200
evaluating individudal 27 - cd148dd3493ebdc3. Mean loss in evaluation epoch: 0.12627239525318146, epochs needed: 200
evaluating individudal 28 - 67ae156c82f629b6. Mean loss in evaluation epoch: 0.12898637354373932, epochs needed: 200
evaluating individudal 29 - 13a853a9c2a0cf8f. Mean loss in evaluation epoch: 0.114804208278656, epochs needed: 200
evaluating individudal 30 - 654a3dee972746bc. Mean loss in evaluation epoch: 0.111655592918396, epochs needed: 200
evaluating individudal 31 - ed9c70442eca6b39. Mean loss in evaluation epoch: 0.1261603683233261, epochs needed: 200
evaluating individudal 32 - 2e88c8364b6b12b1. Mean loss in evaluation epoch: 0.11719553917646408, epochs needed: 200
evaluating individudal 33 - 8bd060a6b12ba51a. Mean loss in evaluation epoch: 0.12150733917951584, epochs needed: 200
evaluating individudal 34 - 8e2007244625cd75. Mean loss in evaluation epoch: 0.11719125509262085, epochs needed: 200
evaluating individudal 35 - b4ec8bc6c4523833. Mean loss in evaluation epoch: 0.12567143142223358, epochs needed: 200
evaluating individudal 36 - b3154d751b7d9785. Mean loss in evaluation epoch: 0.12372484058141708, epochs needed: 200
evaluating individudal 37 - c8d02d56357fed6a. Mean loss in evaluation epoch: 0.11570944637060165, epochs needed: 200
evaluating individudal 38 - 11ab502df7967856. Mean loss in evaluation epoch: 0.12337398529052734, epochs needed: 200
evaluating individudal 39 - 572f1fc8f7305343. Mean loss in evaluation epoch: 0.11740551143884659, epochs needed: 200
evaluating individudal 0 - 1ef248d07642c871. Mean loss in evaluation epoch: 0.1219668760895729, epochs needed: 200
evaluating individudal 1 - 9a45b08c73682819. Mean loss in evaluation epoch: 0.12014126777648926, epochs needed: 200
evaluating individudal 2 - 2acedecd2b2f8453. Mean loss in evaluation epoch: 0.1122356578707695, epochs needed: 200
evaluating individudal 3 - b42c35a6b32d1517. Mean loss in evaluation epoch: 0.11064880341291428, epochs needed: 200
evaluating individudal 4 - e991ac95c8be0678. Mean loss in evaluation epoch: 0.12068004906177521, epochs needed: 200
evaluating individudal 5 - f6ef95bef1a12995. Mean loss in evaluation epoch: 0.1262824535369873, epochs needed: 200
evaluating individudal 6 - 78f8ff68ff78e5fd. Mean loss in evaluation epoch: 0.12239394336938858, epochs needed: 200
evaluating individudal 7 - 05d455ab2bec7d78. Mean loss in evaluation epoch: 0.12800855934619904, epochs needed: 200
evaluating individudal 8 - 049ecb401228fb60. Mean loss in evaluation epoch: 0.10711278766393661, epochs needed: 200
evaluating individudal 9 - 8b801295ba2b8e03. Mean loss in evaluation epoch: 0.12739379703998566, epochs needed: 200
Round 11 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 049ecb401228fb60, num_times_seen_before: 0
ACC: 0.6261224489795918
TPR/FPR: 1.0, 0.40566873339238263
Loss: 0.10711278766393661
Timestamp: 66739.863516083
---------------------------------------------------------------
evaluating individudal 0 - 17cac5821342ea9a. Mean loss in evaluation epoch: 0.14698052406311035, epochs needed: 50
evaluating individudal 1 - 63eddb8f096a5bfc. Mean loss in evaluation epoch: 0.11296582221984863, epochs needed: 50
evaluating individudal 2 - d1799dcaf177b623. Mean loss in evaluation epoch: 0.10975084453821182, epochs needed: 50
evaluating individudal 3 - 22b6414e2026f6ef. Mean loss in evaluation epoch: 0.10633063316345215, epochs needed: 50
evaluating individudal 4 - c310f67c8891243d. Mean loss in evaluation epoch: 0.10845495760440826, epochs needed: 50
evaluating individudal 5 - 42cbecda067d16af. Mean loss in evaluation epoch: 0.1115751788020134, epochs needed: 50
evaluating individudal 6 - 40b151448dc18c67. Mean loss in evaluation epoch: 0.11119147390127182, epochs needed: 50
evaluating individudal 7 - 897837c051e3489d. Mean loss in evaluation epoch: 0.10872906446456909, epochs needed: 50
evaluating individudal 8 - e5ad0a23cf19c5e9. Mean loss in evaluation epoch: 0.11119595915079117, epochs needed: 50
evaluating individudal 9 - a92380b8e4f72e6e. Mean loss in evaluation epoch: 0.11127164214849472, epochs needed: 50
evaluating individudal 10 - e730785280db0ca7. Mean loss in evaluation epoch: 0.10464908182621002, epochs needed: 50
evaluating individudal 11 - c63326530fb59f7b. Mean loss in evaluation epoch: 0.10900337994098663, epochs needed: 50
evaluating individudal 12 - ecd1e0299cb9b21e. Mean loss in evaluation epoch: 0.1169118881225586, epochs needed: 50
evaluating individudal 13 - b14f7c2020441fd9. Mean loss in evaluation epoch: 0.10820024460554123, epochs needed: 50
evaluating individudal 14 - 6aa2a2f714297593. Mean loss in evaluation epoch: 0.10946240276098251, epochs needed: 50
evaluating individudal 15 - b2134ba29ba4c186. Mean loss in evaluation epoch: 0.10623890161514282, epochs needed: 50
evaluating individudal 16 - 5f3ffcabbae38e4d. Mean loss in evaluation epoch: 0.1058788076043129, epochs needed: 50
evaluating individudal 17 - c4c51cbf132ca962. Mean loss in evaluation epoch: 0.11750950664281845, epochs needed: 50
evaluating individudal 18 - 2533347b9b2e0f33. Mean loss in evaluation epoch: 0.11020326614379883, epochs needed: 50
evaluating individudal 19 - 43549c198ccda453. Mean loss in evaluation epoch: 0.11456010490655899, epochs needed: 50
evaluating individudal 20 - 6b7b65d583e88bcf. Mean loss in evaluation epoch: 0.11094551533460617, epochs needed: 50
evaluating individudal 21 - db2e0909969422e8. Mean loss in evaluation epoch: 0.10877896845340729, epochs needed: 50
evaluating individudal 22 - a67d7bf2c7f94bdb. Mean loss in evaluation epoch: 0.10815749317407608, epochs needed: 50
evaluating individudal 23 - f44a8ef67495c351. Mean loss in evaluation epoch: 0.105421282351017, epochs needed: 50
evaluating individudal 24 - 62e79868bdb8f2cb. Mean loss in evaluation epoch: 0.11037641018629074, epochs needed: 50
evaluating individudal 25 - f03cb2eb7bf1a37b. Mean loss in evaluation epoch: 0.11024349182844162, epochs needed: 50
evaluating individudal 26 - ca10867862a5d601. Mean loss in evaluation epoch: 0.10568279027938843, epochs needed: 50
evaluating individudal 27 - 83b55dc36f86c685. Mean loss in evaluation epoch: 0.1105181947350502, epochs needed: 50
evaluating individudal 28 - f1a39f11f1847afd. Mean loss in evaluation epoch: 0.10530340671539307, epochs needed: 50
evaluating individudal 29 - 6a90862484f28355. Mean loss in evaluation epoch: 0.12416040152311325, epochs needed: 50
evaluating individudal 30 - 1ade2488af145459. Mean loss in evaluation epoch: 0.1107678934931755, epochs needed: 50
evaluating individudal 31 - 0fd149964b2d26a6. Mean loss in evaluation epoch: 0.1097283884882927, epochs needed: 50
evaluating individudal 32 - eccc18f097b7c35e. Mean loss in evaluation epoch: 0.11408548802137375, epochs needed: 50
evaluating individudal 33 - ded11da90aee314f. Mean loss in evaluation epoch: 0.10517662018537521, epochs needed: 50
evaluating individudal 34 - 77022fd71c9dd145. Mean loss in evaluation epoch: 0.12459664791822433, epochs needed: 50
evaluating individudal 35 - 7a1ad9627de20856. Mean loss in evaluation epoch: 0.11195945739746094, epochs needed: 50
evaluating individudal 36 - 1aa835eba0100e67. Mean loss in evaluation epoch: 0.10887084156274796, epochs needed: 50
evaluating individudal 37 - 7d063f5cf00ad93a. Mean loss in evaluation epoch: 0.1135757714509964, epochs needed: 50
evaluating individudal 38 - 090b9cb28c095656. Mean loss in evaluation epoch: 0.10696809738874435, epochs needed: 50
evaluating individudal 39 - 879280e15f1ed605. Mean loss in evaluation epoch: 0.10889191925525665, epochs needed: 50
evaluating individudal 0 - 049ecb401228fb60. Mean loss in evaluation epoch: 0.10599013417959213, epochs needed: 50
evaluating individudal 1 - 2c3889b960eaa346. Mean loss in evaluation epoch: 0.10775291919708252, epochs needed: 50
evaluating individudal 2 - b42c35a6b32d1517. Mean loss in evaluation epoch: 0.10497839748859406, epochs needed: 50
evaluating individudal 3 - 35d7cc202fe913f2. Mean loss in evaluation epoch: 0.10865485668182373, epochs needed: 50
evaluating individudal 4 - 654a3dee972746bc. Mean loss in evaluation epoch: 0.11205793917179108, epochs needed: 50
evaluating individudal 5 - 2acedecd2b2f8453. Mean loss in evaluation epoch: 0.10816238075494766, epochs needed: 50
evaluating individudal 6 - 865342da462866fb. Mean loss in evaluation epoch: 0.12256745249032974, epochs needed: 50
evaluating individudal 7 - 13a853a9c2a0cf8f. Mean loss in evaluation epoch: 0.11578819900751114, epochs needed: 50
evaluating individudal 8 - 5dcdf21c0a27f133. Mean loss in evaluation epoch: 0.10815941542387009, epochs needed: 50
evaluating individudal 9 - 92f0ac10326433ef. Mean loss in evaluation epoch: 0.1134539395570755, epochs needed: 50
Round 12 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: e730785280db0ca7, num_times_seen_before: 0
ACC: 0.6799999999999999
TPR/FPR: 0.9166666666666666, 0.34012400354295835
Loss: 0.10464908182621002
Timestamp: 70963.11749453201
---------------------------------------------------------------
evaluating individudal 0 - b1ebe8845963f362. Mean loss in evaluation epoch: 0.10402194410562515, epochs needed: 50
evaluating individudal 1 - da4715d0653e3bdc. Mean loss in evaluation epoch: 0.10384023189544678, epochs needed: 50
evaluating individudal 2 - 6965d991a5499882. Mean loss in evaluation epoch: 0.10456357151269913, epochs needed: 50
evaluating individudal 3 - 7f0731129e5fc43f. Mean loss in evaluation epoch: 0.10630353540182114, epochs needed: 50
evaluating individudal 4 - 6d45c4d2c10de56f. Mean loss in evaluation epoch: 0.10286140441894531, epochs needed: 50
evaluating individudal 5 - acb0c7907fa571dd. Mean loss in evaluation epoch: 0.10352452844381332, epochs needed: 50
evaluating individudal 6 - f7a2d459cc67d9b8. Mean loss in evaluation epoch: 0.10244271904230118, epochs needed: 50
evaluating individudal 7 - d229796040e3eb8c. Mean loss in evaluation epoch: 0.10571447759866714, epochs needed: 50
evaluating individudal 8 - 4e07909d88f47504. Mean loss in evaluation epoch: 0.10528416931629181, epochs needed: 50
evaluating individudal 9 - c60c6e6f7b1e1760. Mean loss in evaluation epoch: 0.1031235083937645, epochs needed: 50
evaluating individudal 10 - fdeb3f954129a03d. Mean loss in evaluation epoch: 0.1053605005145073, epochs needed: 50
evaluating individudal 11 - 29dd4e88905c4404. Mean loss in evaluation epoch: 0.10260629653930664, epochs needed: 50
evaluating individudal 12 - 871f67d745ace892. Mean loss in evaluation epoch: 0.1059943214058876, epochs needed: 50
evaluating individudal 13 - 67c984d1ef420eb4. Mean loss in evaluation epoch: 0.10582537949085236, epochs needed: 50
evaluating individudal 14 - d3e21da813d5be42. Mean loss in evaluation epoch: 0.10330307483673096, epochs needed: 50
evaluating individudal 15 - 0c644581d979934f. Mean loss in evaluation epoch: 0.10865157842636108, epochs needed: 50
evaluating individudal 16 - e512e900a08ed466. Mean loss in evaluation epoch: 0.10257668793201447, epochs needed: 50
evaluating individudal 17 - d1f6e3bc36606ce8. Mean loss in evaluation epoch: 0.10504889488220215, epochs needed: 50
evaluating individudal 18 - 86a40e3e2e373a43. Mean loss in evaluation epoch: 0.10571227222681046, epochs needed: 50
evaluating individudal 19 - c6888b50105cb808. Mean loss in evaluation epoch: 0.10328543186187744, epochs needed: 50
evaluating individudal 20 - 2a7580f7a9b61773. Mean loss in evaluation epoch: 0.10405683517456055, epochs needed: 50
evaluating individudal 21 - c1ff877119484416. Mean loss in evaluation epoch: 0.10403811931610107, epochs needed: 50
evaluating individudal 22 - 250087ef29fa01e0. Mean loss in evaluation epoch: 0.10288172215223312, epochs needed: 50
evaluating individudal 23 - dd809bb327a3069b. Mean loss in evaluation epoch: 0.10285353660583496, epochs needed: 50
evaluating individudal 24 - 4a2b63ca2ba02fe0. Mean loss in evaluation epoch: 0.10396106541156769, epochs needed: 50
evaluating individudal 25 - ed1f87190100dcfe. Mean loss in evaluation epoch: 0.10457712411880493, epochs needed: 50
evaluating individudal 26 - 7044dd6fadc7ad29. Mean loss in evaluation epoch: 0.10395567864179611, epochs needed: 50
evaluating individudal 27 - e83c643b8a4d4129. Mean loss in evaluation epoch: 0.105110764503479, epochs needed: 50
evaluating individudal 28 - 636b1e32f1d084f7. Mean loss in evaluation epoch: 0.10275530815124512, epochs needed: 50
evaluating individudal 29 - 546e32cc4540a963. Mean loss in evaluation epoch: 0.10442210733890533, epochs needed: 50
evaluating individudal 30 - c00bc3b720611107. Mean loss in evaluation epoch: 0.1038862094283104, epochs needed: 50
evaluating individudal 31 - 4f507901d71958a0. Mean loss in evaluation epoch: 0.10387217998504639, epochs needed: 50
evaluating individudal 32 - 67691a12ccc5cef7. Mean loss in evaluation epoch: 0.1024567261338234, epochs needed: 50
evaluating individudal 33 - 94627337d76e4dc0. Mean loss in evaluation epoch: 0.1032802015542984, epochs needed: 50
evaluating individudal 34 - b4722391642cf5e2. Mean loss in evaluation epoch: 0.10371730476617813, epochs needed: 50
evaluating individudal 35 - c25be29aadfe5a23. Mean loss in evaluation epoch: 0.10485642403364182, epochs needed: 50
evaluating individudal 36 - 4d4905c2765078ca. Mean loss in evaluation epoch: 0.10272181034088135, epochs needed: 50
evaluating individudal 37 - b069f5d0d57f8ccc. Mean loss in evaluation epoch: 0.10364345461130142, epochs needed: 50
evaluating individudal 38 - 47f95277a728f66e. Mean loss in evaluation epoch: 0.10212264209985733, epochs needed: 50
evaluating individudal 39 - b10355c918fdd31b. Mean loss in evaluation epoch: 0.10273565351963043, epochs needed: 50
evaluating individudal 0 - e730785280db0ca7. Mean loss in evaluation epoch: 0.10305359214544296, epochs needed: 50
evaluating individudal 1 - b42c35a6b32d1517. Mean loss in evaluation epoch: 0.10470998287200928, epochs needed: 50
evaluating individudal 2 - ded11da90aee314f. Mean loss in evaluation epoch: 0.10428380221128464, epochs needed: 50
evaluating individudal 3 - f1a39f11f1847afd. Mean loss in evaluation epoch: 0.10385876148939133, epochs needed: 50
evaluating individudal 4 - f44a8ef67495c351. Mean loss in evaluation epoch: 0.10439947992563248, epochs needed: 50
evaluating individudal 5 - ca10867862a5d601. Mean loss in evaluation epoch: 0.10246286541223526, epochs needed: 50
evaluating individudal 6 - 5f3ffcabbae38e4d. Mean loss in evaluation epoch: 0.10400900989770889, epochs needed: 50
evaluating individudal 7 - 049ecb401228fb60. Mean loss in evaluation epoch: 0.10203373432159424, epochs needed: 50
evaluating individudal 8 - b2134ba29ba4c186. Mean loss in evaluation epoch: 0.10435891151428223, epochs needed: 50
evaluating individudal 9 - 22b6414e2026f6ef. Mean loss in evaluation epoch: 0.10269589722156525, epochs needed: 50
Round 13 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 049ecb401228fb60, num_times_seen_before: 1
ACC: 0.6261224489795918
TPR/FPR: 1.0, 0.40566873339238263
Loss: 0.10203373432159424
Timestamp: 75240.844415226
---------------------------------------------------------------
evaluating individudal 0 - 118a9a37dc85067d. Mean loss in evaluation epoch: 0.1011127457022667, epochs needed: 50
evaluating individudal 1 - d1fc430684c1fad9. Mean loss in evaluation epoch: 0.10166393965482712, epochs needed: 50
evaluating individudal 2 - d60647a6e0392961. Mean loss in evaluation epoch: 0.10216706246137619, epochs needed: 50
evaluating individudal 3 - c87b2a146ba7c501. Mean loss in evaluation epoch: 0.1010095626115799, epochs needed: 50
evaluating individudal 4 - 832039a71d0bee3a. Mean loss in evaluation epoch: 0.1012367531657219, epochs needed: 50
evaluating individudal 5 - ebdc6b785f114286. Mean loss in evaluation epoch: 0.10144195705652237, epochs needed: 50
evaluating individudal 6 - e83e3dfbba53bedb. Mean loss in evaluation epoch: 0.1023181900382042, epochs needed: 50
evaluating individudal 7 - df8eb2c913550d06. Mean loss in evaluation epoch: 0.10078521817922592, epochs needed: 50
evaluating individudal 8 - 5e9901522c45d895. Mean loss in evaluation epoch: 0.10131770372390747, epochs needed: 50
evaluating individudal 9 - b5d3bd79cf593909. Mean loss in evaluation epoch: 0.10199853032827377, epochs needed: 50
evaluating individudal 10 - d14d2da8284842e2. Mean loss in evaluation epoch: 0.10133452713489532, epochs needed: 50
evaluating individudal 11 - 43f313ac93d4a47f. Mean loss in evaluation epoch: 0.10131961107254028, epochs needed: 50
evaluating individudal 12 - 38ae95830b30499e. Mean loss in evaluation epoch: 0.10135519504547119, epochs needed: 50
evaluating individudal 13 - 04371953feb2e41b. Mean loss in evaluation epoch: 0.10064524412155151, epochs needed: 50
evaluating individudal 14 - 4efcfb3c2bc3a5b3. Mean loss in evaluation epoch: 0.10207992047071457, epochs needed: 50
evaluating individudal 15 - 2f1d68bed3215bb1. Mean loss in evaluation epoch: 0.10049831122159958, epochs needed: 50
evaluating individudal 16 - 0b5ea6b21a16db91. Mean loss in evaluation epoch: 0.1005595475435257, epochs needed: 50
evaluating individudal 17 - 91c9410f23560ddc. Mean loss in evaluation epoch: 0.10043518990278244, epochs needed: 50
evaluating individudal 18 - 99b53cb7053f727d. Mean loss in evaluation epoch: 0.10157407820224762, epochs needed: 50
evaluating individudal 19 - e9af9ce46292b887. Mean loss in evaluation epoch: 0.10074523836374283, epochs needed: 50
evaluating individudal 20 - 9286ed4d2eea879e. Mean loss in evaluation epoch: 0.10140512138605118, epochs needed: 50
evaluating individudal 21 - d8792c40c93acb9d. Mean loss in evaluation epoch: 0.10062354803085327, epochs needed: 50
