num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 50
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba50_1k_4.pickle
../data/final/edges_ba50.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 50
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 5
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - 5ad31ee666a8e6ff. Mean loss in evaluation epoch: 0.11561479419469833, epochs needed: 200
evaluating individudal 8 - e9f21ccbbcfd5c5e. Mean loss in evaluation epoch: 0.10331793129444122, epochs needed: 50
evaluating individudal 9 - 7fc1feb3922e0464. Mean loss in evaluation epoch: 0.10213010758161545, epochs needed: 50
evaluating individudal 10 - c35c802a5803aa57. Mean loss in evaluation epoch: 0.10238458961248398, epochs needed: 50
evaluating individudal 11 - 73a73ad246a3695e. Mean loss in evaluation epoch: 0.102579765021801, epochs needed: 50
evaluating individudal 12 - 8d4f50748745c19d. Mean loss in evaluation epoch: 0.1035749539732933, epochs needed: 50
evaluating individudal 13 - 9c0fff95d9a92a34. Mean loss in evaluation epoch: 0.10282669216394424, epochs needed: 50
evaluating individudal 14 - b68e38fe69bd4d9f. Mean loss in evaluation epoch: 0.10266023874282837, epochs needed: 50
evaluating individudal 15 - f36cd6b60e1f4f40. Mean loss in evaluation epoch: 0.10213599354028702, epochs needed: 50
evaluating individudal 16 - 06086bcdca8fc9da. Mean loss in evaluation epoch: 0.10258849710226059, epochs needed: 50
evaluating individudal 17 - 4d1ed816852e2414. Mean loss in evaluation epoch: 0.10283511877059937, epochs needed: 50
evaluating individudal 18 - 8afb8c1070bb30d4. Mean loss in evaluation epoch: 0.10225949436426163, epochs needed: 50
evaluating individudal 19 - d1e90ca014ba8ea6. Mean loss in evaluation epoch: 0.10282454639673233, epochs needed: 50
evaluating individudal 20 - bb87d6933aeca534. Mean loss in evaluation epoch: 0.1032983809709549, epochs needed: 50
evaluating individudal 21 - 0d6ebecc8b3897ce. Mean loss in evaluation epoch: 0.10301635414361954, epochs needed: 50
evaluating individudal 22 - 8b860d3685399a1f. Mean loss in evaluation epoch: 0.10238000005483627, epochs needed: 50
evaluating individudal 23 - 57aa03e29b3e441f. Mean loss in evaluation epoch: 0.10238943248987198, epochs needed: 50
evaluating individudal 24 - 56ca51a66c7847cb. Mean loss in evaluation epoch: 0.10261233150959015, epochs needed: 50
evaluating individudal 25 - c94ad80e80b9c35b. Mean loss in evaluation epoch: 0.10276203602552414, epochs needed: 50
evaluating individudal 26 - 10858e8117131f05. Mean loss in evaluation epoch: 0.1028592586517334, epochs needed: 50
evaluating individudal 27 - 1662788e2dda3a06. Mean loss in evaluation epoch: 0.1024770513176918, epochs needed: 50
evaluating individudal 28 - 7cec388f12718ca5. Mean loss in evaluation epoch: 0.10276440531015396, epochs needed: 50
evaluating individudal 29 - 75d0b69418c2ecba. Mean loss in evaluation epoch: 0.1022096648812294, epochs needed: 50
evaluating individudal 30 - 019a1ca70bee8be2. Mean loss in evaluation epoch: 0.10253923386335373, epochs needed: 50
evaluating individudal 31 - d5944f26493a6474. Mean loss in evaluation epoch: 0.10218997299671173, epochs needed: 50
evaluating individudal 32 - 214d39fecdae638a. Mean loss in evaluation epoch: 0.10170485824346542, epochs needed: 50
evaluating individudal 33 - 9191156a0db0d1c4. Mean loss in evaluation epoch: 0.10238271951675415, epochs needed: 50
evaluating individudal 34 - 79c9041484e25317. Mean loss in evaluation epoch: 0.10204849392175674, epochs needed: 50
evaluating individudal 35 - ca5248d6273937c3. Mean loss in evaluation epoch: 0.10203315317630768, epochs needed: 50
evaluating individudal 36 - 1fcb93db4c2bc9a2. Mean loss in evaluation epoch: 0.10289178043603897, epochs needed: 50
evaluating individudal 37 - 0c4d571062ada306. Mean loss in evaluation epoch: 0.10235513746738434, epochs needed: 50
evaluating individudal 38 - f29d5b324d1ab25b. Mean loss in evaluation epoch: 0.10205485671758652, epochs needed: 50
evaluating individudal 39 - bf26bab62f05fcf1. Mean loss in evaluation epoch: 0.10215269774198532, epochs needed: 50
evaluating individudal 0 - 10a427a1c4a3f6dd. Mean loss in evaluation epoch: 0.10264360904693604, epochs needed: 50
evaluating individudal 1 - df935344b1741bd8. Mean loss in evaluation epoch: 0.10304053127765656, epochs needed: 50
evaluating individudal 2 - 20a1eebd818a7a09. Mean loss in evaluation epoch: 0.10309895128011703, epochs needed: 50
evaluating individudal 3 - 48b8e22fc70016dc. Mean loss in evaluation epoch: 0.10243373364210129, epochs needed: 50
evaluating individudal 4 - d7b34c005c1f000e. Mean loss in evaluation epoch: 0.10380170494318008, epochs needed: 50
evaluating individudal 5 - 7a426a14b1bd9d74. Mean loss in evaluation epoch: 0.10325228422880173, epochs needed: 50
evaluating individudal 6 - b9faaf135123145b. Mean loss in evaluation epoch: 0.10316284000873566, epochs needed: 50
evaluating individudal 7 - ab864bc27775e609. Mean loss in evaluation epoch: 0.10295545309782028, epochs needed: 50
evaluating individudal 8 - 241bfb09328de2f3. Mean loss in evaluation epoch: 0.10331225395202637, epochs needed: 50
evaluating individudal 9 - 8b0abfa0a2a4d13a. Mean loss in evaluation epoch: 0.10302270948886871, epochs needed: 50
Round 5 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 214d39fecdae638a, num_times_seen_before: 0
ACC: 0.5787755102040817
TPR/FPR: 0.96875, 0.45438441098317095
Loss: 0.10170485824346542
Timestamp: 26435.605959016
---------------------------------------------------------------
evaluating individudal 0 - ef919a1a6bb264e9. Mean loss in evaluation epoch: 0.1285891979932785, epochs needed: 200
evaluating individudal 1 - 70cf8cf12f3c4590. Mean loss in evaluation epoch: 0.13205109536647797, epochs needed: 200
evaluating individudal 2 - e5183736b4e96a21. Mean loss in evaluation epoch: 0.12081559002399445, epochs needed: 200
evaluating individudal 3 - 5564ef1c49673a78. Mean loss in evaluation epoch: 0.1311229020357132, epochs needed: 200
evaluating individudal 4 - c707aaaa4aaa6a1f. Mean loss in evaluation epoch: 0.12960074841976166, epochs needed: 200
evaluating individudal 5 - 94cde37310b7fa96. Mean loss in evaluation epoch: 0.12957563996315002, epochs needed: 200
evaluating individudal 6 - 7d9a477ef44bd5de. Mean loss in evaluation epoch: 0.11242933571338654, epochs needed: 200
evaluating individudal 7 - 6de239fa3ad193aa. Mean loss in evaluation epoch: 0.12010889500379562, epochs needed: 200
evaluating individudal 8 - 27d79bf42a7804fb. Mean loss in evaluation epoch: 0.12381579726934433, epochs needed: 200
evaluating individudal 9 - b9ce88dff26cbfc6. Mean loss in evaluation epoch: 0.11884403228759766, epochs needed: 200
evaluating individudal 10 - 3acf8f26bf134780. Mean loss in evaluation epoch: 0.1267222911119461, epochs needed: 200
evaluating individudal 11 - c255aad2d64bc68a. Mean loss in evaluation epoch: 0.1317983716726303, epochs needed: 200
evaluating individudal 12 - 37d977d43100fc54. Mean loss in evaluation epoch: 0.11922569572925568, epochs needed: 200
evaluating individudal 13 - 410e76da268e7f28. Mean loss in evaluation epoch: 0.13010068237781525, epochs needed: 200
evaluating individudal 14 - e9f8be94738a1fab. Mean loss in evaluation epoch: 0.12625129520893097, epochs needed: 200
evaluating individudal 15 - ba7da1820f3004cf. Mean loss in evaluation epoch: 0.11389116197824478, epochs needed: 200
evaluating individudal 16 - 84f09ac8f71c9bd4. Mean loss in evaluation epoch: 0.11594320833683014, epochs needed: 200
evaluating individudal 17 - aae8c5b8e5283d38. Mean loss in evaluation epoch: 0.11853539198637009, epochs needed: 200
evaluating individudal 18 - 24928bee8ebf761c. Mean loss in evaluation epoch: 0.12245304882526398, epochs needed: 200
evaluating individudal 19 - 7e4947ac37e6e288. Mean loss in evaluation epoch: 0.11770667880773544, epochs needed: 200
evaluating individudal 20 - 6c178654d83f5123. Mean loss in evaluation epoch: 0.12357740849256516, epochs needed: 200
evaluating individudal 21 - 59de9a7f3b963885. Mean loss in evaluation epoch: 0.11601350456476212, epochs needed: 200
evaluating individudal 22 - 49156db71f0de7ee. Mean loss in evaluation epoch: 0.12390970438718796, epochs needed: 200
evaluating individudal 23 - b058286dbab0e1ca. Mean loss in evaluation epoch: 0.10872717946767807, epochs needed: 200
evaluating individudal 24 - 3bd07196ad715edf. Mean loss in evaluation epoch: 0.12332332134246826, epochs needed: 200
evaluating individudal 25 - f6a9d093c8542818. Mean loss in evaluation epoch: 0.1293940395116806, epochs needed: 200
evaluating individudal 26 - ababe3a9b891a404. Mean loss in evaluation epoch: 0.12860099971294403, epochs needed: 200
evaluating individudal 27 - 1690f5866f6d34ce. Mean loss in evaluation epoch: 0.1197175532579422, epochs needed: 200
evaluating individudal 28 - 8bc21b6adb920e4b. Mean loss in evaluation epoch: 0.13134874403476715, epochs needed: 200
evaluating individudal 29 - 03379f13bc265897. Mean loss in evaluation epoch: 0.11116760224103928, epochs needed: 200
evaluating individudal 30 - ea57ff9d04bca3d8. Mean loss in evaluation epoch: 0.12161220610141754, epochs needed: 200
evaluating individudal 31 - 3a86139cb9d1d9c0. Mean loss in evaluation epoch: 0.11614234745502472, epochs needed: 200
evaluating individudal 32 - 84f9d493f0b96831. Mean loss in evaluation epoch: 0.11501675099134445, epochs needed: 200
evaluating individudal 33 - c21d9273ac92098a. Mean loss in evaluation epoch: 0.13109593093395233, epochs needed: 200
evaluating individudal 34 - b93892578788304c. Mean loss in evaluation epoch: 0.12223776429891586, epochs needed: 200
evaluating individudal 35 - c8f2036ae18cdfe8. Mean loss in evaluation epoch: 0.11367956548929214, epochs needed: 200
evaluating individudal 36 - 3010490d3562ff15. Mean loss in evaluation epoch: 0.12984152138233185, epochs needed: 200
evaluating individudal 37 - 1606ddc99e91939b. Mean loss in evaluation epoch: 0.13021449744701385, epochs needed: 200
evaluating individudal 38 - 6f46aa94c70e32c3. Mean loss in evaluation epoch: 0.12295744568109512, epochs needed: 200
evaluating individudal 39 - 37da585f307ec258. Mean loss in evaluation epoch: 0.13456526398658752, epochs needed: 200
evaluating individudal 0 - 214d39fecdae638a. Mean loss in evaluation epoch: 0.11940758675336838, epochs needed: 200
evaluating individudal 1 - ca5248d6273937c3. Mean loss in evaluation epoch: 0.1192854791879654, epochs needed: 200
evaluating individudal 2 - 79c9041484e25317. Mean loss in evaluation epoch: 0.135665163397789, epochs needed: 200
evaluating individudal 3 - f29d5b324d1ab25b. Mean loss in evaluation epoch: 0.11912484467029572, epochs needed: 200
evaluating individudal 4 - 7fc1feb3922e0464. Mean loss in evaluation epoch: 0.12994420528411865, epochs needed: 200
evaluating individudal 5 - f36cd6b60e1f4f40. Mean loss in evaluation epoch: 0.13003264367580414, epochs needed: 200
evaluating individudal 6 - bf26bab62f05fcf1. Mean loss in evaluation epoch: 0.11932267248630524, epochs needed: 200
evaluating individudal 7 - d5944f26493a6474. Mean loss in evaluation epoch: 0.12390538305044174, epochs needed: 200
evaluating individudal 8 - 75d0b69418c2ecba. Mean loss in evaluation epoch: 0.11190636456012726, epochs needed: 200
evaluating individudal 9 - 8afb8c1070bb30d4. Mean loss in evaluation epoch: 0.12613491714000702, epochs needed: 200
Round 6 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: b058286dbab0e1ca, num_times_seen_before: 0
ACC: 0.5746938775510204
TPR/FPR: 1.0, 0.46147032772364927
Loss: 0.10872717946767807
Timestamp: 39535.172304796
---------------------------------------------------------------
evaluating individudal 0 - 8fb4626dfb35fae8. Mean loss in evaluation epoch: 0.1140616312623024, epochs needed: 50
evaluating individudal 1 - f73b5e128f7d40a8. Mean loss in evaluation epoch: 0.11655659973621368, epochs needed: 50
evaluating individudal 2 - 7a3b7cd684b50028. Mean loss in evaluation epoch: 0.10998096317052841, epochs needed: 50
evaluating individudal 3 - 29aca906ff40c1e8. Mean loss in evaluation epoch: 0.1098904237151146, epochs needed: 50
evaluating individudal 4 - c7d46b2ca113db73. Mean loss in evaluation epoch: 0.11524176597595215, epochs needed: 50
evaluating individudal 5 - 7c80a388af2295e6. Mean loss in evaluation epoch: 0.10834403336048126, epochs needed: 50
evaluating individudal 6 - 113fc816f34e2ecd. Mean loss in evaluation epoch: 0.1072903499007225, epochs needed: 50
evaluating individudal 7 - 5ab2d00a78d047ee. Mean loss in evaluation epoch: 0.11032833158969879, epochs needed: 50
evaluating individudal 8 - f6eba13cc983b273. Mean loss in evaluation epoch: 0.11074083298444748, epochs needed: 50
evaluating individudal 9 - fbad98a9a681be15. Mean loss in evaluation epoch: 0.11162245273590088, epochs needed: 50
evaluating individudal 10 - 77f317815816ad36. Mean loss in evaluation epoch: 0.11277951300144196, epochs needed: 50
evaluating individudal 11 - 028d47220d3618c5. Mean loss in evaluation epoch: 0.10967642068862915, epochs needed: 50
evaluating individudal 12 - 2f9d6294a9cb970b. Mean loss in evaluation epoch: 0.10954612493515015, epochs needed: 50
evaluating individudal 13 - fb382fd1a1315e82. Mean loss in evaluation epoch: 0.10796432942152023, epochs needed: 50
evaluating individudal 14 - d3d2c654fe688ada. Mean loss in evaluation epoch: 0.10719764232635498, epochs needed: 50
evaluating individudal 15 - cb419c385b9c9484. Mean loss in evaluation epoch: 0.1096411943435669, epochs needed: 50
evaluating individudal 16 - 6dfd75102e16cfbd. Mean loss in evaluation epoch: 0.1083877831697464, epochs needed: 50
evaluating individudal 17 - a87fe0c624f26a99. Mean loss in evaluation epoch: 0.10662715882062912, epochs needed: 50
evaluating individudal 18 - 2c48c85a8a4ea185. Mean loss in evaluation epoch: 0.1723242849111557, epochs needed: 50
evaluating individudal 19 - 21a17f36fef089ae. Mean loss in evaluation epoch: 0.12324319034814835, epochs needed: 50
evaluating individudal 20 - a9dbd3529a9431ae. Mean loss in evaluation epoch: 0.10918784141540527, epochs needed: 50
evaluating individudal 21 - be84a71d00ffec84. Mean loss in evaluation epoch: 0.1110701709985733, epochs needed: 50
evaluating individudal 22 - bfebb033f5adf6ed. Mean loss in evaluation epoch: 0.10889381170272827, epochs needed: 50
evaluating individudal 23 - 852d10fa1351c26a. Mean loss in evaluation epoch: 0.10729674249887466, epochs needed: 50
evaluating individudal 24 - b98fa58e197036a7. Mean loss in evaluation epoch: 0.12081076204776764, epochs needed: 50
evaluating individudal 25 - 9e39180dd7552365. Mean loss in evaluation epoch: 0.10870768874883652, epochs needed: 50
evaluating individudal 26 - 1c7e1800d1a1c129. Mean loss in evaluation epoch: 0.10772848129272461, epochs needed: 50
evaluating individudal 27 - 2d01faa07b38f8ee. Mean loss in evaluation epoch: 0.10819635540246964, epochs needed: 50
evaluating individudal 28 - b6e5867c502bfb08. Mean loss in evaluation epoch: 0.10949748754501343, epochs needed: 50
evaluating individudal 29 - c9ad988ea8ee979b. Mean loss in evaluation epoch: 0.10788847506046295, epochs needed: 50
evaluating individudal 30 - c7c7b6f516bdd4e1. Mean loss in evaluation epoch: 0.1082180067896843, epochs needed: 50
evaluating individudal 31 - 794243e0ce856fe8. Mean loss in evaluation epoch: 0.10623908042907715, epochs needed: 50
evaluating individudal 32 - 78efd09cc74372ad. Mean loss in evaluation epoch: 0.10898850113153458, epochs needed: 50
evaluating individudal 33 - fc56634c9ae8b44e. Mean loss in evaluation epoch: 0.10771310329437256, epochs needed: 50
evaluating individudal 34 - a74aed39c99f790e. Mean loss in evaluation epoch: 0.10766822099685669, epochs needed: 50
evaluating individudal 35 - 22173405f92bdd9f. Mean loss in evaluation epoch: 0.10603208839893341, epochs needed: 50
evaluating individudal 36 - f8192e6badd8f707. Mean loss in evaluation epoch: 0.11336969584226608, epochs needed: 50
evaluating individudal 37 - 103ce6306e71cae9. Mean loss in evaluation epoch: 0.10860567539930344, epochs needed: 50
evaluating individudal 38 - cdd3042382623cb2. Mean loss in evaluation epoch: 0.10647337883710861, epochs needed: 50
evaluating individudal 39 - ade87050c15c4c30. Mean loss in evaluation epoch: 0.10826263576745987, epochs needed: 50
evaluating individudal 0 - b058286dbab0e1ca. Mean loss in evaluation epoch: 0.10587120056152344, epochs needed: 50
evaluating individudal 1 - 03379f13bc265897. Mean loss in evaluation epoch: 0.10777463763952255, epochs needed: 50
evaluating individudal 2 - 75d0b69418c2ecba. Mean loss in evaluation epoch: 0.117401622235775, epochs needed: 50
evaluating individudal 3 - 7d9a477ef44bd5de. Mean loss in evaluation epoch: 0.11188924312591553, epochs needed: 50
evaluating individudal 4 - c8f2036ae18cdfe8. Mean loss in evaluation epoch: 0.11166761070489883, epochs needed: 50
evaluating individudal 5 - ba7da1820f3004cf. Mean loss in evaluation epoch: 0.10838773101568222, epochs needed: 50
evaluating individudal 6 - 84f9d493f0b96831. Mean loss in evaluation epoch: 0.1243491917848587, epochs needed: 50
evaluating individudal 7 - 84f09ac8f71c9bd4. Mean loss in evaluation epoch: 0.12543684244155884, epochs needed: 50
evaluating individudal 8 - 59de9a7f3b963885. Mean loss in evaluation epoch: 0.1078440472483635, epochs needed: 50
evaluating individudal 9 - 3a86139cb9d1d9c0. Mean loss in evaluation epoch: 0.1072000041604042, epochs needed: 50
Round 7 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: b058286dbab0e1ca, num_times_seen_before: 1
ACC: 0.5746938775510204
TPR/FPR: 1.0, 0.46147032772364927
Loss: 0.10587120056152344
Timestamp: 42869.663324001
---------------------------------------------------------------
evaluating individudal 0 - 67e7f9f11c990517. Mean loss in evaluation epoch: 0.105243980884552, epochs needed: 50
evaluating individudal 1 - f7b071cbd0e4ef67. Mean loss in evaluation epoch: 0.1047712117433548, epochs needed: 50
evaluating individudal 2 - 94ac43a8f3a21fb9. Mean loss in evaluation epoch: 0.10503571480512619, epochs needed: 50
evaluating individudal 3 - 08311ddafc27e52d. Mean loss in evaluation epoch: 0.10749254375696182, epochs needed: 50
evaluating individudal 4 - ac5484793897c1f0. Mean loss in evaluation epoch: 0.10670953243970871, epochs needed: 50
evaluating individudal 5 - 731c732f89188b39. Mean loss in evaluation epoch: 0.10577990859746933, epochs needed: 50
evaluating individudal 6 - dac176d5dca01055. Mean loss in evaluation epoch: 0.10630767792463303, epochs needed: 50
evaluating individudal 7 - 35972bec00f6585e. Mean loss in evaluation epoch: 0.10793843120336533, epochs needed: 50
evaluating individudal 8 - 0da349af30dd474c. Mean loss in evaluation epoch: 0.10469571501016617, epochs needed: 50
evaluating individudal 9 - 0b9d828fe586cfa6. Mean loss in evaluation epoch: 0.10492674261331558, epochs needed: 50
evaluating individudal 10 - a23c8037acbf78ab. Mean loss in evaluation epoch: 0.10762536525726318, epochs needed: 50
evaluating individudal 11 - e78263b4034079c2. Mean loss in evaluation epoch: 0.11129061132669449, epochs needed: 50
evaluating individudal 12 - c962bfaa78774ba3. Mean loss in evaluation epoch: 0.1140841618180275, epochs needed: 50
evaluating individudal 13 - a55aa36a95902a7d. Mean loss in evaluation epoch: 0.10930833965539932, epochs needed: 50
evaluating individudal 14 - 739c12fbb436c6f7. Mean loss in evaluation epoch: 0.1061147004365921, epochs needed: 50
evaluating individudal 15 - 428c3aafd7bc3434. Mean loss in evaluation epoch: 0.10749876499176025, epochs needed: 50
evaluating individudal 16 - c80e6b5d434503d4. Mean loss in evaluation epoch: 0.10914207994937897, epochs needed: 50
evaluating individudal 17 - a6be35c5363c8d54. Mean loss in evaluation epoch: 0.10638051480054855, epochs needed: 50
evaluating individudal 18 - 251a51c850933cbe. Mean loss in evaluation epoch: 0.10584679991006851, epochs needed: 50
evaluating individudal 19 - 1141f0e1f38874d5. Mean loss in evaluation epoch: 0.10512268543243408, epochs needed: 50
evaluating individudal 20 - 8369d9579b19dfb3. Mean loss in evaluation epoch: 0.10511936992406845, epochs needed: 50
evaluating individudal 21 - 8e1d9b7263e1120c. Mean loss in evaluation epoch: 0.10585377365350723, epochs needed: 50
evaluating individudal 22 - ed7b0a9022d2067f. Mean loss in evaluation epoch: 0.10454783588647842, epochs needed: 50
evaluating individudal 23 - 3ea2416912423279. Mean loss in evaluation epoch: 0.1045808345079422, epochs needed: 50
evaluating individudal 24 - 6f87df42d26eeaf2. Mean loss in evaluation epoch: 0.10514090210199356, epochs needed: 50
evaluating individudal 25 - 4174358e33787183. Mean loss in evaluation epoch: 0.10706064850091934, epochs needed: 50
evaluating individudal 26 - 65428ab019bfa369. Mean loss in evaluation epoch: 0.1054934486746788, epochs needed: 50
evaluating individudal 27 - 73a6b24ec56f07ec. Mean loss in evaluation epoch: 0.10506696999073029, epochs needed: 50
evaluating individudal 28 - 8490c0b04d385ac6. Mean loss in evaluation epoch: 0.10454542934894562, epochs needed: 50
evaluating individudal 29 - f0b6a94dec701f03. Mean loss in evaluation epoch: 0.104932501912117, epochs needed: 50
evaluating individudal 30 - b1b739bd9adb1c4b. Mean loss in evaluation epoch: 0.10431145876646042, epochs needed: 50
evaluating individudal 31 - 2c2cb153fc3ceecc. Mean loss in evaluation epoch: 0.10600318759679794, epochs needed: 50
evaluating individudal 32 - 5e264430339f0ea2. Mean loss in evaluation epoch: 0.10437305271625519, epochs needed: 50
evaluating individudal 33 - c97a2593dff931f4. Mean loss in evaluation epoch: 0.10705625265836716, epochs needed: 50
evaluating individudal 34 - 4e738cd955f0a4eb. Mean loss in evaluation epoch: 0.10438139736652374, epochs needed: 50
evaluating individudal 35 - 89629204d73de1da. Mean loss in evaluation epoch: 0.1065288558602333, epochs needed: 50
evaluating individudal 36 - cdbe8752daf0a885. Mean loss in evaluation epoch: 0.10434015095233917, epochs needed: 50
evaluating individudal 37 - b2e80d36c3d9d728. Mean loss in evaluation epoch: 0.10600662231445312, epochs needed: 50
evaluating individudal 38 - 0e2a58b14882ef9a. Mean loss in evaluation epoch: 0.10632278025150299, epochs needed: 50
evaluating individudal 39 - 7fede8ac4248cd08. Mean loss in evaluation epoch: 0.10463020950555801, epochs needed: 50
evaluating individudal 0 - b058286dbab0e1ca. Mean loss in evaluation epoch: 0.10392027348279953, epochs needed: 50
evaluating individudal 1 - 22173405f92bdd9f. Mean loss in evaluation epoch: 0.1040741354227066, epochs needed: 50
evaluating individudal 2 - 794243e0ce856fe8. Mean loss in evaluation epoch: 0.10545529425144196, epochs needed: 50
evaluating individudal 3 - cdd3042382623cb2. Mean loss in evaluation epoch: 0.10499002039432526, epochs needed: 50
evaluating individudal 4 - a87fe0c624f26a99. Mean loss in evaluation epoch: 0.10491901636123657, epochs needed: 50
evaluating individudal 5 - d3d2c654fe688ada. Mean loss in evaluation epoch: 0.10423125326633453, epochs needed: 50
evaluating individudal 6 - 3a86139cb9d1d9c0. Mean loss in evaluation epoch: 0.10819567739963531, epochs needed: 50
evaluating individudal 7 - 113fc816f34e2ecd. Mean loss in evaluation epoch: 0.1065542921423912, epochs needed: 50
evaluating individudal 8 - 852d10fa1351c26a. Mean loss in evaluation epoch: 0.10395906120538712, epochs needed: 50
evaluating individudal 9 - a74aed39c99f790e. Mean loss in evaluation epoch: 0.10557403415441513, epochs needed: 50
Round 8 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: b058286dbab0e1ca, num_times_seen_before: 2
ACC: 0.5746938775510204
TPR/FPR: 1.0, 0.46147032772364927
Loss: 0.10392027348279953
Timestamp: 46202.349301786
---------------------------------------------------------------
evaluating individudal 0 - f2ae11d53daa174d. Mean loss in evaluation epoch: 0.1037789136171341, epochs needed: 50
evaluating individudal 1 - 6bc29cc181689a34. Mean loss in evaluation epoch: 0.10327179729938507, epochs needed: 50
evaluating individudal 2 - 3ab39e66d70c148b. Mean loss in evaluation epoch: 0.10303890705108643, epochs needed: 50
evaluating individudal 3 - e6a364e6c1e66f9b. Mean loss in evaluation epoch: 0.1041482612490654, epochs needed: 50
evaluating individudal 4 - 3de9b9a46029fb51. Mean loss in evaluation epoch: 0.10308023542165756, epochs needed: 50
evaluating individudal 5 - 60a9b361ccf85727. Mean loss in evaluation epoch: 0.10282566398382187, epochs needed: 50
evaluating individudal 6 - ee8aa7bb1d87787c. Mean loss in evaluation epoch: 0.1036740317940712, epochs needed: 50
evaluating individudal 7 - 1da6b0b9596afe22. Mean loss in evaluation epoch: 0.10394026339054108, epochs needed: 50
evaluating individudal 8 - 06499440cb8938f6. Mean loss in evaluation epoch: 0.10253806412220001, epochs needed: 50
evaluating individudal 9 - f5fe0144ad50f108. Mean loss in evaluation epoch: 0.10296904295682907, epochs needed: 50
evaluating individudal 10 - e9dbc60089f98234. Mean loss in evaluation epoch: 0.10261347144842148, epochs needed: 50
evaluating individudal 11 - 83f444e30c6dc7a6. Mean loss in evaluation epoch: 0.10266635566949844, epochs needed: 50
evaluating individudal 12 - 1f97dd22e7ff55e7. Mean loss in evaluation epoch: 0.10265523195266724, epochs needed: 50
evaluating individudal 13 - 7b4c5d3712b25de8. Mean loss in evaluation epoch: 0.10496144741773605, epochs needed: 50
evaluating individudal 14 - b519172359956d20. Mean loss in evaluation epoch: 0.10241787880659103, epochs needed: 50
evaluating individudal 15 - 312dad28c657a161. Mean loss in evaluation epoch: 0.10258375853300095, epochs needed: 50
evaluating individudal 16 - b6b23202a1019c25. Mean loss in evaluation epoch: 0.10231532901525497, epochs needed: 50
evaluating individudal 17 - 295d53e80628c5cf. Mean loss in evaluation epoch: 0.10261302441358566, epochs needed: 50
evaluating individudal 18 - 9c4df312446032a4. Mean loss in evaluation epoch: 0.10250259935855865, epochs needed: 50
evaluating individudal 19 - 41347a6d0cfde634. Mean loss in evaluation epoch: 0.10248930752277374, epochs needed: 50
evaluating individudal 20 - 889babcb643029f2. Mean loss in evaluation epoch: 0.10406644642353058, epochs needed: 50
evaluating individudal 21 - b1f3ea1f4a04f074. Mean loss in evaluation epoch: 0.10265505313873291, epochs needed: 50
evaluating individudal 22 - 7ec3c5c7bf25419f. Mean loss in evaluation epoch: 0.10286595672369003, epochs needed: 50
evaluating individudal 23 - 6dfbf4179a63fe56. Mean loss in evaluation epoch: 0.10276863723993301, epochs needed: 50
evaluating individudal 24 - 6a52a680f7fa1169. Mean loss in evaluation epoch: 0.10199978202581406, epochs needed: 50
evaluating individudal 25 - f77720524ccab361. Mean loss in evaluation epoch: 0.1026359349489212, epochs needed: 50
evaluating individudal 26 - 0d9184484fd02918. Mean loss in evaluation epoch: 0.10213662683963776, epochs needed: 50
evaluating individudal 27 - 0787a7ad14ca8e10. Mean loss in evaluation epoch: 0.10319943726062775, epochs needed: 50
evaluating individudal 28 - de7f00809678fe0a. Mean loss in evaluation epoch: 0.1024618148803711, epochs needed: 50
evaluating individudal 29 - bae89b43cca31e91. Mean loss in evaluation epoch: 0.10254404693841934, epochs needed: 50
evaluating individudal 30 - 145072eee032534b. Mean loss in evaluation epoch: 0.10351572185754776, epochs needed: 50
evaluating individudal 31 - 853c2a2b9efd7939. Mean loss in evaluation epoch: 0.10283198207616806, epochs needed: 50
evaluating individudal 32 - b115e45876874858. Mean loss in evaluation epoch: 0.10224281996488571, epochs needed: 50
evaluating individudal 33 - 6a8db6086f3f1e80. Mean loss in evaluation epoch: 0.1018705889582634, epochs needed: 50
evaluating individudal 34 - 1161a97f591ba68c. Mean loss in evaluation epoch: 0.10241051018238068, epochs needed: 50
evaluating individudal 35 - aac726f2f4d70a67. Mean loss in evaluation epoch: 0.10236775130033493, epochs needed: 50
